_ID,_VALUE,LibType:string[],#LibComment:string,Reward:id[],LibSecond:int,LibNum:int[],Weight:int[],Follow:id[],FollowRate:int[]
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_04,50092,Monster,迷幻森林上普通20,DUNGEON_MONSTER_BOSS_MAGICFOREST2_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_05,50093,Monster,迷幻森林上困难05,DUNGEON_MONSTER_BOSS_MAGICFOREST2_05,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_06,50094,Monster,迷幻森林上困难10,DUNGEON_MONSTER_BOSS_MAGICFOREST2_06,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_07,50095,Monster,迷幻森林上困难15,DUNGEON_MONSTER_BOSS_MAGICFOREST2_07,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_08,50096,Monster,迷幻森林上困难20,DUNGEON_MONSTER_BOSS_MAGICFOREST2_08,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_01,50097,Monster,迷幻森林下普通05,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_02,50098,Monster,迷幻森林下普通10,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_03,50099,Monster,迷幻森林下普通15,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_04,50100,Monster,迷幻森林下普通20,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_05,50101,Monster,迷幻森林下困难05,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_05,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_06,50102,Monster,迷幻森林下困难10,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_06,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_07,50103,Monster,迷幻森林下困难15,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_07,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_08,50104,Monster,迷幻森林下困难20,DUNGEON_MONSTER_BOSS_MAGICFOREST2_ILLUSION_08,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_EFFECT_THEME_DRAGON_BALL_RESURRECTION_1,60000,Effect,诸龙的祝福-随机复活X个死亡的魔物及其随从,DUNGEON_EFFECT_THEME_DRAGON_BALL_RESURRECTION_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DRAGON_BALL_MANA_CD_1,60001,Effect,玩家魔力值恢复速度提升X%,DUNGEON_EFFECT_THEME_DRAGON_BALL_MANA_CD_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,60002,Effect,魔物技能冷却时间降低Y%,DUNGEON_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,60003,Effect,降低敌人物理伤害X%,DUNGEON_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,60004,Effect,降低敌人魔法伤害X%,DUNGEON_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DESERT_TEAM_SWORDSMAN,61000,Effect,剑士等级1-15每X回合攻击随机敌人X%血量,DUNGEON_EFFECT_THEME_DESERT_TEAM_SWORDSMAN,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DESERT_TEAM_SAGE,61001,Effect,贤者等级1-15每X回合给予玩家下场战斗受伤减少X%,DUNGEON_EFFECT_THEME_DESERT_TEAM_SAGE_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_DESERT_TEAM_PRIEST,61002,Effect,牧师等级1-15每X回合治疗玩家魔物X%,DUNGEON_EFFECT_THEME_DESERT_TEAM_PRIEST,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SWORDSMAN_1,61003,Effect,打击目标数+1,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SWORDSMAN_2,61004,Effect,击中单位会流血3回合，流血效果为每回合1%,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_2,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SWORDSMAN_3,61005,Effect,会对攻击目标临近1格范围的的所有敌人产生原有伤害50%的溅射,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_3,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SWORDSMAN_4,61006,Effect,攻击50%血以下敌人（非MVP）可能直接致死,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_4,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SAGE_1,61007,Effect,同时提升玩家物理伤害提升1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SAGE_2,61008,Effect,同时提升玩家魔法伤害提升1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_2,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SAGE_3,61009,Effect,同时提升玩家物理攻击1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_3,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SAGE_4,61010,Effect,同时提升玩家魔法攻击1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_4,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_PRIEST_1,61011,Effect,治疗魔物数量+1,DUNGEON_EFFECT_UNDERSTAND_PRIEST_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_PRIEST_2,61012,Effect,同时恢复所有随从3%,DUNGEON_EFFECT_UNDERSTAND_PRIEST_2,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_PRIEST_3,61013,Effect,同时复活X个随机魔物已死亡的随从,DUNGEON_EFFECT_UNDERSTAND_PRIEST_3,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_PRIEST_4,61014,Effect,有概率随机复活一个死亡的魔物,DUNGEON_EFFECT_UNDERSTAND_PRIEST_4,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_DAMAGE_ADDEFFECT_1,61015,Effect,造成伤害时附加BUFF流血ADD,DUNGEON_EFFECT_UNDERSTAND_DAMAGE_ADDEFFECT_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_CURE_ADDEFFECT_1,61016,Effect,受到治疗时附加BUFF同时恢复所有随从3%,DUNGEON_EFFECT_UNDERSTAND_CURE_ADDEFFECT_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_CURE_ADDEFFECT_2,61017,Effect,受到治疗时附加BUFF同时复活X个随机魔物已死亡的随从,DUNGEON_EFFECT_UNDERSTAND_CURE_ADDEFFECT_2,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_CURE_ADDEFFECT_3,61018,Effect,受到治疗时附加BUFF有概率随机复活一个死亡的魔物,DUNGEON_EFFECT_UNDERSTAND_CURE_ADDEFFECT_3,1,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SWORDSMAN_GROUP_1,61019,Effect,打击目标数+1,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_1,1,1,10,None,0
,,Effect,击中单位会流血3回合，流血效果为每回合1%,DUNGEON_EFFECT_UNDERSTAND_DAMAGE_ADDEFFECT_1,,1,10,None,0
,,Effect,会对攻击目标临近1格范围的的所有敌人产生原有伤害50%的溅射,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_3,,1,10,None,0
,,Effect,攻击50%血以下敌人（非MVP）可能直接致死,DUNGEON_EFFECT_UNDERSTAND_SWORDSMAN_4,,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_SAGE_GROUP_1,61020,Effect,同时提升玩家物理伤害提升1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_ADDEFFECT_1,1,1,10,None,0
,,Effect,同时提升玩家魔法伤害提升1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_ADDEFFECT_2,,1,10,None,0
,,Effect,同时提升玩家物理攻击1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_ADDEFFECT_3,,1,10,None,0
,,Effect,同时提升玩家魔法攻击1%,DUNGEON_EFFECT_UNDERSTAND_SAGE_ADDEFFECT_4,,1,10,None,0
DUNGEON_LIB_EFFECT_UNDERSTAND_PRIEST_GROUP_1,61021,Effect,治疗魔物数量+1,DUNGEON_EFFECT_UNDERSTAND_PRIEST_1,1,1,10,None,0
,,Effect,同时恢复所有随从3%,DUNGEON_EFFECT_UNDERSTAND_CURE_ADDEFFECT_1,,1,10,None,0
,,Effect,同时复活X个随机魔物已死亡的随从,DUNGEON_EFFECT_UNDERSTAND_CURE_ADDEFFECT_2,,1,10,None,0
,,Effect,有概率随机复活一个死亡的魔物,DUNGEON_EFFECT_UNDERSTAND_CURE_ADDEFFECT_3,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_1,61022,Effect,每击杀X个敌人苏醒后物理攻击提升40%,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_2,61023,Effect,每翻开X个地块苏醒后魔法攻击提升40%,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_2,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_3,61024,Effect,每激活X个事件苏醒后物理防御提升40%,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_3,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_4,61025,Effect,每使用X个道具苏醒后魔法防御提升40%,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_4,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_1_ADD,61026,Effect,每击杀X个敌人苏醒后物理攻击提升40%ADD,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_1_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_2_ADD,61027,Effect,每翻开X个地块苏醒后魔法攻击提升40%ADD,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_2_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_3_ADD,61028,Effect,每激活X个事件苏醒后物理防御提升40%ADD,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_3_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_4_ADD,61029,Effect,每使用X个道具苏醒后魔法防御提升40%ADD,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_4_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_GET,61030,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ANGER_1,61031,Effect,随机攻击任意1个单位,DUNGEON_EFFECT_THEME_GLACIER_ANGER_1,1,1,10,None,0
,,Effect,对自己X方向释放冰线攻击对路径上的所有单位造成伤害,DUNGEON_EFFECT_THEME_GLACIER_ANGER_2,,1,10,None,0
,,Effect,对自己+方向释放冰线攻击对路径上的所有单位造成伤害,DUNGEON_EFFECT_THEME_GLACIER_ANGER_3,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ANGER_ADD,61032,Effect,51034、35、36技能的ADD,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ANGER_2,61033,Effect,随机攻击任意1个单位,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_1,1,1,10,None,0
,,Effect,对自己X方向释放冰线攻击对路径上的所有单位造成伤害,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_2,,1,10,None,0
,,Effect,对自己+方向释放冰线攻击对路径上的所有单位造成伤害,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_3,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_SLEEP,61034,Effect,沉睡时在场的所有怪物理魔法伤害提升10%,DUNGEON_EFFECT_THEME_GLACIER_SLEEP,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_SLEEP_ADD,61035,Effect,沉睡时在场的所有怪物理魔法伤害提升10%ADD,DUNGEON_EFFECT_THEME_GLACIER_SLEEP_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_BOSS_001,61036,Effect,（冰川第5层BOSS）在场的所有怪物理魔法伤害提升10%,DUNGEON_EFFECT_THEME_GLACIER_SLEEP_ADD,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_BOSS_002,61037,Effect,（冰川第10层BOSS）单体随机攻击,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_1,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_BOSS_003,61038,Effect,（冰川第15层BOSS）X字斩,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_2,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_BOSS_004,61039,Effect,（冰川第20层BOSS）+字斩,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_3,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_BOSS_005,61040,Effect,（冰川第20层小怪）其他怪物伤害增加,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_5_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_INFERNAL_BOSS_001,61041,Effect,（冰川第5层BOSS）在场的所有怪物理魔法伤害提升10%,DUNGEON_EFFECT_THEME_GLACIER_SLEEP_ADD,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_INFERNAL_BOSS_002,61042,Effect,（冰川第10层BOSS）单体随机攻击,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_1,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_INFERNAL_BOSS_003,61043,Effect,（冰川第15层BOSS）X字斩,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_2,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_INFERNAL_BOSS_004,61044,Effect,（冰川第20层BOSS）+字斩,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ABILITY_3,5,1,10,None,0
,,Effect,冰川守护兽会召唤冰柱和冰刺来攻击敌人,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_01,,1,10,None,0
,,Effect,当多个敌人被冰冻时，冰川守护兽会释放冰爆，攻击所有被冰冻目标,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,受到一定伤害后，冰川守护兽变得更加愤怒，会召唤暴风雪驱使冰柱来攻击敌人；用火属性攻击它或许能使之停止愤怒,DUNGEON_EFFECT_THEME_GLACIER_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,获取所有存储的BUFF,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_GET,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_GLACIER_ABILITY_INFERNAL_BOSS_005,61045,Effect,（冰川第20层小怪）其他怪物伤害增加,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_5_ADD,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_001,61046,Effect,（迷幻普通第5层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,4,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_002,61047,Effect,（迷幻普通第10层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,4,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_003,61048,Effect,（迷幻普通第15层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,5,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,凤梨爆弹：投掷凤梨，乘胜追击虚弱的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_004,61049,Effect,（迷幻普通第20层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,5,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,凤梨爆弹：投掷凤梨，乘胜追击虚弱的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_005,61050,Effect,（迷幻困难第5层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,4,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_006,61051,Effect,（迷幻困难第10层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,4,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_007,61052,Effect,（迷幻困难第15层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,5,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
