_ID,_VALUE,ExclusiveHero:id,StrengthenConsume:id,ExclusiveLv:int[],AttributeType:string[][],AttributeNum:int[][],PassiveBuff:id[],PassiveBuffLevel:int[],PassiveBuffDes:loc[],PassiveBuffPreviewDes:loc[]
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_GORGEOUS_CART,2,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_GORGEOUS_CART,3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_GORGEOUS_CART,4,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_DES_4,LOC_EXCLUSIVE_EQUIPMENT_HARWORD_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_21,21,HERO_PHREEONI,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_1,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_2,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_3,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_FLEXIBLE_TONGUE,4,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_DES_4,LOC_EXCLUSIVE_EQUIPMENT_PHREEONI_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_22,22,HERO_MAYA,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_POISON_TWINBLADE,1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_POISON_TWINBLADE,2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_POISON_TWINBLADE,3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_POISON_TWINBLADE,4,LOC_EXCLUSIVE_EQUIPMENT_MAYA_DES_4,LOC_EXCLUSIVE_EQUIPMENT_MAYA_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_23,23,HERO_CELIA,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_1,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_2,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_MEMORY_OF_ELEMENT,3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_DES_3,LOC_EXCLUSIVE_EQUIPMENT_CELIA_PREVIEW_DES_3
